Rj_CleJour,Rj_Date,"Rj_TypeRando",Rj_NombreParticipants,"Rj_Titre","Rj_NomDuProgramme",Rj_DistanceInferieure,Rj_DistanceCalculee,Rj_DistanceSuperieure,Rj_Unite,Rj_Allure,Rj_HeureDepartAllerA,Rj_HeureChgtArriveeAllerA,Rj_HeureChgtDepartAllerA,Rj_HeureArriveeAllerA,Rj_HeureDepartRetourA,Rj_HeureChgtArriveeRetourA,Rj_HeureChgtDepartRetourA,Rj_HeureArriveeRetourA,"Rj_AllerGareDepart","Rj_AllerChangementNb","Rj_AllerGareArrivee","Rj_Itineraire","Rj_RetourGareDepart","Rj_RetourChangementNb","Rj_RetourGareArrivee","Rj_MultiDates","Rj_HorairesVerification","Rj_Commentaires",Rj_Efface,Rj_SyncLocal,Rj_SyncDistant
31080,2016-09-25,"Journée",0,"Baladins Baladeurs - Préparons les 40 ans du RIF - De Nanteuil à La Ferté","Albert",4,18,,2,2,1999/12/30 08:51:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:39:00,1999/12/30 17:27:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:09:00,"Paris Est",,"Nanteuil Saâcy (zone 5)","Cap à l'est pour un parcours agréable. Avant la célébration du 40ème anniversaire du RIF, nous chanterons quelques chansons durant les pauses, préparez vos textes et denrées à partager. Le parcours approximatif, avec distance et dénivelées est disponible sur le lien : http://fr.wikiloc.com/wikiloc/view.do?id=10027160. Dénivelées.","La Ferté sous Jouarre (zone 5)",,"Paris Est",,,,N,,
31081,2016-09-25,"Journée",0,"Forêt de Rambouillet par les rochers d'Angennes","Jean-Pierre",20,20,20,1,2,1999/12/30 10:09:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 10:49:00,1999/12/30 18:16:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:50:00,"Paris Montparnasse",,"RV Gazeran (zone 5)","Randonnée en forêt de Rambouillet en passant par les rochers d'Angennes (pique-nique) et le parc du château. Dénivelées: 150m.","Rambouillet (zone 5) ",,"Paris Montparnasse ",,,"IGN 2215 OT.",N,,
30977,2016-09-25,"Journée",0,"Bures s/Yvette","Jojo",16,17,17,1,2,1999/12/30 08:31:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:01:00,1999/12/30 14:18:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 14:48:00,"Denfert Rochereau RER B",,"Bures sur Yvette (zone 5)","Bois communal de Gif s/Yvette, Gometz le Châtel, Grivery, St Jean de Beauregard. Une pause. Pas de pause repas. Dénivelées.","Bures sur Yvette",,"Denfert Rochereau",,,"IGN 2315 OT.",N,,
31108,2016-09-25,"Journée",0,"Rando orientation : amusons-nous avec la carte","Hervé Bisson",12,14,14,1,2,1999/12/30 09:23:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 10:05:00,1999/12/30 17:20:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:03:00,"Châtelet Les Halles RER B",,"Gif sur Yvette (zone 5)","Randonnée réservée aux personnes intéressées par l'orientation - emporter boussole simple, carte IGN 2315 OT. Dénivelées.","Gif sur Yvette",,"Châtelet Les Halles ",,,,N,,
30918,2016-09-25,"Journée",0,"Morin d'eau douce","Jacques Tronche",22,22,22,1,2,1999/12/30 09:16:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:57:00,1999/12/30 17:59:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:42:00,"Paris Est",,"Mortcerf (zone 5) ","Des points de vue magnifiques sur la vallée du Grand Morin et la visite d'une ville sur l'eau, Crécy la Chapelle. Dénivelées.","Mortcerf",,"Paris Est",,,"IGN 2514 O.",N,,
31009,2016-09-25,"Journée",0,"Les coteaux de la Marne","Henri",26,26,26,1,3,1999/12/30 08:51:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:46:00,1999/12/30 16:27:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:09:00,"Paris Est",,"Nogent l'Artaud (hors zone)","Charly-s/Marne, Caumont, Les Grisons, Chamigny, Tanqueux, bords de Marne. Deux pauses de 10mn. Une pause déjeuner de 30mn. Nombreuses dénivelées.","La Ferté sous Jouarre (zone 5)",,"Paris Est",,,,N,,
31010,2016-09-25,"Nordique",0,"Marche nordique","Annick Cozic",11,11,11,1,3,1999/12/30 08:42:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:57:00,1999/12/30 12:03:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:17:00,"Javel RER C",,"Chaville Vélizy (zone 3)","Bois de Meudon. Dénivelées.","Chaville Vélizy",,"Javel RER C",,,,N,,
31011,2016-09-25,"Nordique",0,"Marche nordique","Michel Cozic",12,12,12,1,4,1999/12/30 08:33:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:57:00,1999/12/30 12:03:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:18:00,"Javel RER C",,"Chaville Vélizy (zone 3)","Bois de Meudon. Dénivelées.","Chaville Vélizy",,"Javel RER C",,,,N,,
31012,2016-09-25,"Journée",0,"Huit églises remarquables","Sarah",25,25,25,1,2,1999/12/30 07:57:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:53:00,1999/12/30 16:23:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:25:00,"Paris St Lazare",,"Us (zone 5)","Parcours varié et peu vallonné de village en village (Ableiges, Commeny, Brignancourt, etc) autour de la Viosne. Dénivelées.","Santeuil le Perchay (zone 5)",,"Paris St Lazare",,,"IGN 2113 ET.",N,,
31101,2016-09-25,"Journée",0,"Paris insolite n°18 : De square en jardin, des Batignolles aux Epinettes","Didier",6,6,6,1,1,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,,"D'où viennent ces jolis noms de villages parisiens. Batignolles, Epinette ? Pour ce dernier, les Epinettes était le nom d'un vignoble disparu, planté de pinot blanc, au-delà des limites du Paris d'autrefois. Une autre hypothèse le fait dériver du surnom donné aux ronces qui avaient envahi les garennes. Quant au nom des Batignolles, il pourrait être une déformation de ""batifole"", évoquant les mouvements des ailes de moulins depuis longtemps disparus. A moins qu'il ne s'agisse d'une déformation de ""bastidiole"", évoquant d'anciens remparts. Les temps ont bien changé, mais ces anciens quartiers recèlent encore quelques bijoux de verdure et de sérénité à découvrir sans modération !
Inscription du 12 au 17 septembre en téléphonant à l'accueil qui vous communiquera l'heure et le lieu de départ. 18 participants.",,,,,,,N,,
30978,2016-09-26,"Journée",0,,"Daniel Leclercq",6,24,,2,2,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:06:00,1999/12/30 16:56:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:41:00,"Paris Gare de Lyon",,"RV Moret Veneux les Sablons (zone 5)"," Dénivelées.","Thomery (zone 5)",,"Paris Gare de Lyon",,,,N,,
30950,2016-09-26,"Journée",0,,"Michelle Lacayo",19,19,19,1,2,1999/12/30 08:58:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:36:00,1999/12/30 17:02:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:52:00,"Paris Montparnasse",,"Montfort l'Amaury Méré (zone 5)","La Millière. Dénivelées.","Les Essarts  le  Roi (zone 5)",,"Paris Montparnasse",,,,N,,
31082,2016-09-27,"Nordique",0,"Marche nordique ","Jean Pradeau",2,8,,2,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 12:15:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"métro Château de Vincennes","Improvisations dans le bois après échauffements puis étirements en fin de séance. Accessible aux débutants possédant leurs bâtons, pas de location possible. Rendez-vous Esplanade St Louis à 9h15 devant les bancs où l'on pratique les échauffements. Pauses boisson, n'oubliez pas votre eau.","métro Château de Vincennes vers",,,,,,N,,
30979,2016-09-27,"Journée",0,"Des canaux à la Marne","Le Samaritain",14,14,14,1,2,1999/12/30 10:31:00,1999/12/30 11:02:00,1999/12/30 11:10:00,1999/12/30 11:16:00,1999/12/30 17:33:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:58:00,"Paris Est","changement Esbly","Couilly St Germain Quincy (zone 5)","Esbly, Chalifert, Chessy (sculptures de la Dhuys).","Lagny Thorigny (zone 5)",,"Paris Est",,,"IGN 2414 ET.",N,,
31102,2016-09-27,"Nordique",0,"Marche nordique","Solange ",2,10,,2,3,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 12:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"RV métro Château de Vincennes"," Dénivelées.","métro Château de Vincennes vers",,,,,,N,,
31083,2016-09-28,"Nordique",0,"Marche nordique","Jean-Pierre",2,10,,2,2,1999/12/30 09:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:15:00,1999/12/30 12:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:15:00," Porte de Versailles Tramway T2",,"RV Musée de Sèvres T2","Parcours de 2h30 dans le parc de St-Cloud pour marcheurs confirmés ; n'oubliez pas votre eau. Dénivelées.","Musée de Sèvres  Tramway T2 vers",,"Porte de Versailles",,,,N,,
30913,2016-09-28,"Journée",0,"De fermes en fermes","Monette",17,17,17,1,2,1999/12/30 09:26:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 10:06:00,1999/12/30 16:53:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:29:00,"Châtelet Les Halles RER B",,"RV Courcelle sur Yvette (zone 5)","Fermes le Grand Ragonant, Quincampoix (XVIe et XVIIIe), Armenon, voie de l'ancien aérotrain, Gometz le Châtel (vieilles maisons médiévales, remparts, église St Clair du XIIIe). Dénivelées.","Bures sur Yvette (zone 5)",,"Châtelet Les Halles","28/09/201600/00/000000/00/0000",,"IGN 2315 OT.",N,,
31084,2016-09-29,"Journée",0,"Un p'tit tour en Montois","Roger Denis",24,26,26,1,2,1999/12/30 08:46:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:48:00,1999/12/30 17:05:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:12:00,"Paris Est",,"Longueville (zone 5)","Parcours vallonné par Savins.","Longueville",,"Paris Est",,,"IGN 2616 O, 2516 E.",N,,
30951,2016-09-29,"Journée",0,"La boucle de la Marne","Pénélope",24,24,24,1,3,1999/12/30 07:51:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:33:00,1999/12/30 15:27:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 16:09:00,"Paris Est",,"La Ferté sous Jouarre (zone 5)","Les rives de la Marne, Messy, Chamigny.","La Ferté sous Jouarre",,"Paris Est",,,"IGN 2513 E, 2513 OT.",N,,
31085,2016-09-30,"Journée",0,"Encore un an de plus...","Claude B",25,25,25,1,3,1999/12/30 08:47:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:38:00,1999/12/30 16:08:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:13:00,"Paris Austerlitz RER C",,"Breuillet Village (zone 5)","Une petite soutenue cool, douceurs à partager. Dénivelées.","Dourdan (zone 5)",,"Paris Austerlitz",,,,N,,
30980,2016-09-30,"Nordique",0,"Marche nordique","Élizabeth",2,8,,2,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:15:00,1999/12/30 12:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"RV métro Porte d'Auteuil : sortie n°2 ""Hippodrome""","Parcours de 2h dans le bois de Boulogne. Sortie accessible aux débutants ayant leurs propres bâtons.","métro Porte d'Auteuil  vers",,,,,,N,,
